onset	duration	trial_type	item	key	RT
[0]	2	self	0	1	1.77
[3]	2	self	0	2	2.04
[6]	2	self	0	2	2.218
[9]	2	self	0	1	2.35
[12]	2	self	0	3	2.419
[15]	2	other	0	1	2.917
[18]	2	self	0	1	2.761
[21]	2	other	0	2	2.683
[24]	2	other	0	1	2.403
[27]	2	self	0	1	2.987
[30]	2	self	0	1	2.624
[33]	2	self	0	2	3.791
[36]	2	self	0	1	3.897
[39]	2	self	0	1	2.074
[42]	2	other	0	2	3.042
[45]	2	other	0	3	2.062
[48]	2	self	0	1	1.91
[51]	2	other	0	2	2.534
[54]	2	other	0	2	3.227
[58]	2	other	0	1	1.192
[61]	2	self	0	2	2.86
[64]	2	other	0	0	0.0
[67]	2	self	0	1	2.163
[70]	2	other	0	2	2.414
[73]	2	other	0	2	3.669
[76]	2	self	0	3	1.715
[79]	2	self	0	1	2.722
[82]	2	other	0	1	2.083
[85]	2	other	0	1	3.247
[88]	2	other	0	1	1.725
[91]	2	other	0	1	2.682
[94]	2	self	0	1	2.754
[97]	2	self	0	3	2.822
[100]	2	other	0	2	3.813
[103]	2	self	0	1	1.787
[106]	2	self	0	1	2.334
[109]	2	other	0	1	2.152
[112]	2	other	0	2	2.807
[115]	2	self	0	2	2.482
[118]	2	other	0	2	2.087
