onset	duration	trial_type	item	key	RT
[0]	2	self	0	3	1.756
[3]	2	self	0	3	2.959
[6]	2	self	0	1	1.289
[9]	2	self	0	4	2.487
[12]	2	other	0	3	1.958
[15]	2	other	0	1	2.247
[18]	2	other	0	2	2.691
[21]	2	self	0	1	2.796
[24]	2	other	0	3	2.475
[27]	2	self	0	1	2.013
[30]	2	self	0	1	2.486
[33]	2	other	0	2	1.998
[36]	2	other	0	4	3.049
[39]	2	other	0	2	2.692
[42]	2	other	0	2	2.147
[45]	2	other	0	3	1.936
[48]	2	other	0	3	3.013
[51]	2	other	0	1	2.385
[55]	2	self	0	4	2.206
[58]	2	self	0	1	2.684
[61]	2	other	0	1	2.662
[64]	2	other	0	2	2.384
[67]	2	self	0	2	3.175
[70]	2	self	0	1	2.281
[73]	2	self	0	2	2.197
[76]	2	self	0	2	2.476
[79]	2	other	0	1	1.57
[82]	2	self	0	1	2.062
[85]	2	self	0	1	2.875
[88]	2	self	0	1	2.049
[91]	2	self	0	1	2.468
[94]	2	other	0	2	2.432
[97]	2	other	0	2	2.916
[100]	2	other	0	3	2.206
[103]	2	self	0	1	2.584
[106]	2	self	0	1	1.961
[109]	2	self	0	1	1.823
[112]	2	other	0	3	3.08
[115]	2	other	0	1	1.361
[118]	2	self	0	1	2.672
