onset	duration	trial_type	item	key	RT
0.002409278000413906	14	SelfHarmOther	32	4	0.531
14.39410330300052	14	SelfNeutOther	7	4	0.888
32.63521430000037	14	OtherHarmOther	8	2	0.509
48.80590013799974	14	CompHarmOther	20	3	0.54
65.03980601000058	14	OtherHarmOther	9	1	0.457
79.19122615500055	14	CompHarmSelf	17	4	0.867
93.4118755239997	14	OtherHarmOther	11	1	0.839
109.61485423100021	14	OtherHarmOther	33	1	0.533
127.80192660500052	14	OtherHarmOther	2	4	0.005
144.00000671100042	14	OtherHarmOther	13	3	1.45
162.2063800570004	14	OtherHarmOther	17	1	1.757
176.4114601780002	14	OtherNeutOther	15	1	0.931
192.59511168800054	14	OtherNeutOther	10	1	0.748
208.79877793800006	14	OtherHarmOther	16	4	0.638
222.9990739499999	14	OtherHarmOther	28	4	0.676
241.2384457799999	14	OtherNeutOther	12	1	1.328
257.42296936	14	OtherNeutOther	24	1	0.588
275.6082337739999	14	OtherHarmOther	4	4	1.171
289.81207355600054	14	OtherNeutOther	13	3	1.246
306.01353301400013	14	OtherHarmOther	34	4	0.663
324.2042060089998	14	OtherNeutOther	34	1	0.591
342.40239568800007	14	OtherHarmOther	12	4	0.62
356.60472670299987	14	OtherHarmOther	8	3	0.985
370.8225846639998	14	OtherNeutOther	31	1	0.89
