onset	duration	trial_type	item	key	RT
[0]	2	self	0	1	2.96
[3]	2	other	0	1	2.287
[6]	2	other	0	1	1.789
[9]	2	self	0	1	1.629
[12]	2	self	0	1	1.467
[15]	2	self	0	1	2.279
[18]	2	other	0	2	2.24
[21]	2	other	0	2	2.603
[24]	2	other	0	3	1.973
[27]	2	other	0	3	2.212
[30]	2	self	0	1	2.543
[33]	2	other	0	1	2.382
[36]	2	other	0	1	2.115
[39]	2	self	0	2	2.261
[42]	2	self	0	3	2.617
[45]	2	self	0	2	2.805
[48]	2	other	0	1	2.848
[51]	2	self	0	1	1.492
[54]	2	self	0	1	1.441
[58]	2	self	0	2	3.004
[61]	2	self	0	1	1.695
[64]	2	other	0	1	2.429
[67]	2	self	0	2	3.439
[70]	2	self	0	1	1.537
[73]	2	self	0	1	1.2
[76]	2	self	0	1	1.363
[79]	2	self	0	1	1.892
[82]	2	other	0	2	1.739
[85]	2	self	0	3	1.607
[88]	2	self	0	3	1.506
[91]	2	other	0	1	1.949
[94]	2	other	0	1	1.87
[97]	2	other	0	3	1.774
[100]	2	other	0	3	1.904
[103]	2	other	0	3	1.556
[106]	2	other	0	2	1.772
[109]	2	other	0	3	1.754
[112]	2	self	0	1	1.691
[115]	2	self	0	1	1.621
[118]	2	other	0	3	2.295
