onset	duration	trial_type	item	key	RT
[0]	2	self	0	2	1.912
[3]	2	self	0	4	1.852
[6]	2	self	0	2	1.456
[9]	2	self	0	3	2.257
[12]	2	other	0	3	2.28
[15]	2	other	0	2	1.732
[18]	2	self	0	2	2.399
[21]	2	self	0	1	1.405
[24]	2	self	0	2	1.577
[27]	2	self	0	1	1.257
[30]	2	other	0	3	2.79
[33]	2	self	0	1	1.35
[36]	2	self	0	3	1.318
[39]	2	other	0	2	1.637
[42]	2	other	0	3	1.802
[45]	2	other	0	2	1.459
[48]	2	self	0	1	1.825
[51]	2	other	0	1	1.443
[55]	2	other	0	1	1.181
[58]	2	other	0	3	2.045
[61]	2	other	0	2	2.193
[64]	2	self	0	1	1.279
[67]	2	other	0	2	1.701
[70]	2	other	0	3	1.321
[73]	2	other	0	2	1.275
[76]	2	other	0	3	1.72
[79]	2	other	0	3	1.896
[82]	2	self	0	1	1.245
[85]	2	other	0	2	1.663
[88]	2	other	0	1	1.546
[91]	2	self	0	1	0.879
[94]	2	self	0	2	1.877
[97]	2	self	0	2	1.836
[100]	2	self	0	1	1.341
[103]	2	self	0	2	1.726
[106]	2	self	0	1	1.413
[109]	2	self	0	1	1.023
[112]	2	other	0	1	1.133
[115]	2	other	0	2	1.675
[118]	2	self	0	2	1.608
