onset	duration	trial_type	item	key	RT
[0]	2	self	0	0	0.0
[3]	2	self	0	0	0.0
[6]	2	self	0	1	3.534
[9]	2	self	0	4	3.362
[12]	2	other	0	4	3.477
[15]	2	other	0	3	3.885
[18]	2	self	0	2	2.81
[21]	2	self	0	2	2.722
[24]	2	self	0	4	3.094
[27]	2	self	0	4	3.193
[30]	2	other	0	4	2.402
[33]	2	self	0	2	2.808
[36]	2	self	0	2	2.086
[39]	2	other	0	3	1.965
[42]	2	other	0	3	2.911
[45]	2	other	0	2	3.385
[48]	2	self	0	1	1.615
[51]	2	other	0	2	2.155
[54]	2	other	0	2	2.19
[58]	2	other	0	4	1.622
[61]	2	other	0	2	2.328
[64]	2	self	0	3	2.279
[67]	2	other	0	3	2.278
[70]	2	other	0	2	3.329
[73]	2	other	0	2	2.425
[76]	2	other	0	2	1.567
[79]	2	other	0	1	3.197
[82]	2	self	0	3	2.596
[85]	2	other	0	1	1.384
[88]	2	other	0	2	2.697
[91]	2	self	0	1	2.532
[94]	2	self	0	4	2.59
[97]	2	self	0	2	2.798
[100]	2	self	0	1	2.034
[103]	2	self	0	4	2.497
[106]	2	self	0	3	2.184
[109]	2	self	0	3	2.723
[112]	2	other	0	2	2.332
[115]	2	other	0	3	2.959
[118]	2	self	0	3	3.629
