onset	duration	trial_type	item	key	RT
[0]	2	self	0	0	0.0
[3]	2	self	0	0	0.0
[6]	2	self	0	0	0.0
[9]	2	other	0	0	0.0
[12]	2	self	0	3	2.999
[15]	2	other	0	1	1.968
[18]	2	self	0	1	3.672
[21]	2	other	0	1	3.007
[24]	2	self	0	4	2.584
[27]	2	self	0	2	3.168
[30]	2	other	0	4	3.485
[33]	2	self	0	1	2.588
[36]	2	other	0	1	2.572
[39]	2	self	0	3	2.816
[42]	2	self	0	3	3.131
[45]	2	self	0	1	2.561
[48]	2	other	0	4	2.529
[51]	2	other	0	3	2.701
[55]	2	other	0	2	3.576
[58]	2	other	0	1	2.663
[61]	2	other	0	3	3.025
[64]	2	other	0	4	2.747
[67]	2	self	0	1	2.595
[70]	2	other	0	4	2.018
[73]	2	self	0	4	2.076
[76]	2	self	0	4	2.855
[79]	2	self	0	3	2.873
[82]	2	other	0	0	0.0
[85]	2	other	0	3	1.978
[88]	2	self	0	3	2.699
[91]	2	self	0	3	2.513
[94]	2	self	0	2	2.585
[97]	2	other	0	1	2.323
[100]	2	other	0	4	2.414
[103]	2	other	0	4	1.462
[106]	2	other	0	4	2.647
[109]	2	self	0	3	2.499
[112]	2	other	0	4	1.813
[115]	2	self	0	4	2.066
[118]	2	self	0	1	2.161
