onset	duration	trial_type	item	key	RT
[0]	2	self	0	2	2.875
[3]	2	other	0	1	1.66
[6]	2	self	0	2	2.302
[9]	2	other	0	3	2.003
[12]	2	self	0	0	0.0
[15]	2	other	0	3	2.198
[18]	2	self	0	3	1.783
[21]	2	other	0	1	1.927
[24]	2	self	0	1	3.061
[27]	2	self	0	1	1.478
[30]	2	self	0	1	1.315
[33]	2	other	0	2	2.47
[36]	2	other	0	1	1.36
[39]	2	self	0	3	2.938
[42]	2	other	0	1	1.336
[45]	2	self	0	1	2.011
[48]	2	other	0	1	1.37
[51]	2	self	0	1	1.575
[54]	2	self	0	1	1.603
[58]	2	other	0	1	1.409
[61]	2	other	0	1	2.635
[64]	2	self	0	3	2.261
[67]	2	self	0	2	3.71
[70]	2	other	0	1	2.125
[73]	2	self	0	1	2.089
[76]	2	self	0	1	1.691
[79]	2	self	0	1	3.311
[82]	2	self	0	0	0.0
[85]	2	self	0	1	1.891
[88]	2	other	0	2	2.99
[91]	2	other	0	1	0.971
[94]	2	self	0	3	2.769
[97]	2	other	0	4	2.283
[100]	2	self	0	3	2.896
[103]	2	other	0	2	2.388
[106]	2	other	0	3	2.545
[109]	2	self	0	1	1.774
[112]	2	other	0	3	2.587
[115]	2	other	0	1	1.791
[118]	2	other	0	1	2.057
