onset	duration	trial_type	item	key	RT
0.0022618789998887223	14	SelfHarmOther	11	4	1.466
16.412325610999687	14	SelfNeutOther	17	4	0.395
34.63599059900025	14	CompHarmOther	73	3	0.983
49.25881360600033	14	CompHarmOther	73	0	0.0
65.69581598500008	14	CompHarmOther	73	2	0.757
80.11452487800034	14	CompHarmOther	15	4	0.005
94.47698653099997	14	CompHarmOther	36	0	0.0
112.66567464400032	14	CompHarmOther	27	4	0.525
126.89965377800036	14	CompHarmOther	35	3	1.311
143.13953285200023	14	CompHarmSelf	73	2	0.51
157.50490276999972	14	CompHarmOther	16	1	0.985
173.70924625600037	14	CompHarmSelf	73	2	2.156
188.07630602799964	14	CompHarmSelf	73	3	1.368
206.46525464299975	14	CompHarmSelf	73	3	0.005
222.81715159000032	14	CompHarmSelf	73	1	3.119
241.20285465600045	14	CompHarmOther	10	1	0.349
259.38932088599995	14	CompHarmOther	23	4	1.047
273.6072939450005	14	CompHarmSelf	73	2	0.587
287.97550029800004	14	CompHarmSelf	73	2	2.169
304.3634258580005	14	CompHarmSelf	73	2	0.005
320.73329242100044	14	CompHarmOther	21	4	0.525
338.9526712520001	14	CompHarmSelf	73	0	0.0
357.3223133370002	14	CompHarmOther	3	3	0.553
375.5413094260002	14	CompHarmOther	2	4	0.422
