onset	duration	trial_type	item	key	RT
[0]	2	self	0	3	1.831
[3]	2	other	0	1	1.796
[6]	2	other	0	2	0.878
[9]	2	other	0	2	1.591
[12]	2	other	0	3	1.462
[15]	2	other	0	1	1.451
[18]	2	self	0	1	1.309
[21]	2	self	0	3	1.801
[24]	2	self	0	1	1.116
[27]	2	self	0	2	1.522
[30]	2	other	0	2	1.757
[33]	2	other	0	2	1.9
[36]	2	self	0	1	0.927
[39]	2	other	0	1	0.865
[42]	2	other	0	1	0.826
[45]	2	self	0	3	1.307
[48]	2	other	0	3	1.368
[51]	2	self	0	3	1.055
[55]	2	other	0	2	2.057
[58]	2	self	0	2	2.357
[61]	2	self	0	3	1.404
[64]	2	other	0	2	1.288
[67]	2	self	0	1	1.051
[70]	2	self	0	4	1.324
[73]	2	self	0	4	1.585
[76]	2	self	0	2	1.869
[79]	2	self	0	3	2.139
[82]	2	self	0	2	1.591
[85]	2	other	0	2	1.818
[88]	2	self	0	2	1.841
[91]	2	other	0	2	1.508
[94]	2	self	0	1	1.638
[97]	2	self	0	2	1.807
[100]	2	self	0	1	1.813
[103]	2	other	0	3	1.165
[106]	2	other	0	2	1.666
[109]	2	other	0	1	1.392
[112]	2	other	0	1	1.075
[115]	2	other	0	1	0.944
[118]	2	self	0	1	1.008
