onset	duration	trial_type	item	key	RT
[0]	2	self	0	2	1.354
[3]	2	other	0	2	1.541
[6]	2	other	0	3	1.032
[9]	2	other	0	2	1.491
[12]	2	other	0	2	0.671
[15]	2	other	0	2	1.078
[18]	2	self	0	2	1.291
[21]	2	self	0	1	1.155
[24]	2	self	0	3	1.658
[27]	2	self	0	1	1.165
[30]	2	other	0	2	1.206
[33]	2	other	0	2	0.784
[36]	2	self	0	2	0.81
[39]	2	other	0	1	1.501
[42]	2	other	0	3	1.799
[45]	2	self	0	1	1.186
[48]	2	other	0	2	1.162
[51]	2	self	0	1	1.558
[55]	2	other	0	1	1.03
[58]	2	self	0	1	2.273
[61]	2	self	0	1	1.058
[64]	2	other	0	1	1.476
[67]	2	self	0	3	1.349
[70]	2	self	0	2	1.32
[73]	2	self	0	1	0.919
[76]	2	self	0	1	0.88
[79]	2	self	0	2	1.782
[82]	2	self	0	1	1.829
[85]	2	other	0	1	0.812
[88]	2	self	0	2	1.078
[91]	2	other	0	2	1.465
[94]	2	self	0	3	0.914
[97]	2	self	0	2	2.023
[100]	2	self	0	2	1.668
[103]	2	other	0	1	1.912
[106]	2	other	0	2	1.021
[109]	2	other	0	1	1.009
[112]	2	other	0	1	1.903
[115]	2	other	0	1	1.176
[118]	2	self	0	3	1.215
