onset	duration	trial_type	item	key	RT
[0]	2	self	0	0	0.0
[3]	2	self	0	0	0.0
[6]	2	other	0	0	0.0
[9]	2	other	0	0	0.0
[12]	2	other	0	1	2.347
[15]	2	self	0	1	1.211
[18]	2	self	0	0	0.0
[21]	2	self	0	0	0.0
[24]	2	other	0	0	0.0
[27]	2	self	0	1	1.647
[30]	2	self	0	0	0.0
[33]	2	self	0	0	0.0
[36]	2	self	0	0	0.0
[39]	2	other	0	1	1.292
[42]	2	other	0	0	0.0
[45]	2	other	0	1	1.414
[48]	2	other	0	1	3.378
[51]	2	self	0	1	1.27
[54]	2	self	0	1	1.566
[58]	2	self	0	0	0.0
[61]	2	other	0	1	2.098
[64]	2	self	0	0	0.0
[67]	2	other	0	1	1.069
[70]	2	self	0	1	1.642
[73]	2	self	0	0	0.0
[76]	2	self	0	1	1.572
[79]	2	self	0	0	0.0
[82]	2	self	0	1	1.294
[85]	2	other	0	1	2.403
[88]	2	self	0	0	0.0
[91]	2	other	0	0	0.0
[94]	2	self	0	0	0.0
[97]	2	other	0	0	0.0
[100]	2	other	0	0	0.0
[103]	2	other	0	0	0.0
[106]	2	self	0	0	0.0
[109]	2	other	0	0	0.0
[112]	2	other	0	0	0.0
[115]	2	other	0	1	1.129
[118]	2	other	0	0	0.0
