onset	duration	trial_type	item	key	RT
[0]	2	self	0	3	2.254
[3]	2	self	0	1	1.179
[6]	2	self	0	1	2.952
[9]	2	self	0	2	1.369
[12]	2	self	0	1	1.025
[15]	2	other	0	1	1.257
[18]	2	other	0	1	1.711
[21]	2	other	0	1	3.533
[24]	2	self	0	3	1.73
[27]	2	other	0	2	3.404
[30]	2	other	0	3	2.811
[33]	2	other	0	2	1.361
[36]	2	other	0	3	1.519
[39]	2	self	0	1	1.481
[42]	2	self	0	1	1.409
[45]	2	self	0	1	1.359
[48]	2	self	0	1	3.012
[51]	2	other	0	1	2.795
[54]	2	other	0	2	3.41
[58]	2	other	0	1	2.398
[61]	2	self	0	1	1.101
[64]	2	other	0	1	1.815
[67]	2	self	0	3	1.569
[70]	2	other	0	0	0.0
[73]	2	other	0	2	2.096
[76]	2	other	0	1	3.997
[79]	2	other	0	1	1.657
[82]	2	other	0	1	1.69
[85]	2	self	0	2	1.597
[88]	2	other	0	2	2.594
[91]	2	self	0	1	1.118
[94]	2	other	0	3	3.677
[97]	2	self	0	2	1.997
[100]	2	self	0	1	3.819
[103]	2	self	0	3	2.984
[106]	2	other	0	2	1.977
[109]	2	self	0	1	1.871
[112]	2	self	0	1	1.235
[115]	2	self	0	1	3.65
[118]	2	self	0	1	3.413
