onset	duration	trial_type	item	key	RT
[0]	2	self	0	1	2.748
[3]	2	self	0	4	1.687
[6]	2	other	0	1	2.12
[9]	2	other	0	1	1.029
[12]	2	self	0	4	1.158
[15]	2	other	0	4	1.884
[18]	2	self	0	4	1.389
[21]	2	self	0	1	1.184
[24]	2	other	0	4	2.001
[27]	2	self	0	1	2.065
[30]	2	other	0	1	1.177
[33]	2	self	0	1	1.952
[36]	2	other	0	1	1.972
[39]	2	other	0	4	1.872
[42]	2	other	0	4	2.556
[45]	2	self	0	1	1.609
[48]	2	self	0	4	1.454
[51]	2	other	0	1	1.161
[54]	2	other	0	4	1.767
[58]	2	self	0	4	3.883
[61]	2	other	0	1	1.954
[64]	2	self	0	1	1.15
[67]	2	other	0	4	2.086
[70]	2	self	0	4	2.109
[73]	2	self	0	4	1.169
[76]	2	self	0	4	1.83
[79]	2	self	0	1	1.936
[82]	2	other	0	4	0.892
[85]	2	self	0	1	1.284
[88]	2	other	0	4	1.462
[91]	2	self	0	1	1.056
[94]	2	self	0	1	1.684
[97]	2	other	0	1	2.045
[100]	2	self	0	1	1.159
[103]	2	other	0	4	1.621
[106]	2	self	0	1	1.704
[109]	2	other	0	4	1.888
[112]	2	self	0	1	1.258
[115]	2	other	0	1	1.561
[118]	2	other	0	4	1.135
