onset	duration	trial_type	item	key	RT
0.0025153710002996377	14	SelfHarmOther	28	3	0.911
18.43004176100021	14	CompHarmOther	73	4	0.707
35.02401884200026	14	SelfNeutOther	16	3	0.826
49.22251304600013	14	CompHarmOther	11	3	0.659
63.425261933999536	14	CompHarmOther	6	3	0.379
81.67736002099991	14	CompHarmOther	73	4	0.662
98.01270705299976	14	CompHarmOther	34	3	1.515
112.24722632300018	14	CompHarmOther	73	4	0.76
128.56724281700008	14	CompHarmSelf	73	4	0.409
146.9536468489996	14	CompHarmSelf	73	4	0.587
161.2917694050002	14	CompHarmOther	32	3	0.612
179.5108836190002	14	CompHarmOther	22	4	1.396
195.74992896299955	14	CompHarmSelf	73	4	0.619
212.11440084100013	14	CompHarmOther	7	3	0.684
228.35116638199997	14	CompHarmSelf	73	4	0.415
244.70635511099954	14	CompHarmSelf	73	4	0.785
263.0928154579997	14	CompHarmOther	35	3	0.617
281.34617857800004	14	CompHarmSelf	73	4	0.615
295.7013025460001	14	CompHarmSelf	73	4	0.422
314.051997435	14	CompHarmSelf	73	4	0.381
328.43294400600007	14	CompHarmOther	3	3	0.832
346.6400461559997	14	CompHarmOther	33	3	0.482
360.87253171799966	14	CompHarmOther	30	3	0.382
375.07799046699984	14	CompHarmSelf	73	4	0.56
