onset	duration	trial_type	item	key	RT
0.0022820899999942412	14	CompHarmOther	73	2	2.032
14.777214322999953	14	CompHarmOther	73	2	2.721
29.134657698999945	14	CompHarmOther	73	2	1.82
47.48740546500005	14	SelfHarmOther	32	2	2.307
61.688801274999946	14	SelfNeutOther	33	2	1.033
79.91050891400005	14	CompHarmOther	11	2	1.555
98.11408207600005	14	CompHarmSelf	73	2	1.074
116.46698039099999	14	CompHarmOther	3	2	1.301
132.65350485500005	14	CompHarmOther	22	2	1.409
148.88826393800002	14	CompHarmSelf	73	2	2.314
163.22267069999998	14	CompHarmOther	30	2	1.157
177.45831890299996	14	CompHarmOther	16	2	1.44
191.66096859599998	14	CompHarmSelf	73	2	1.734
206.031701634	14	CompHarmSelf	73	2	0.005
222.35132373	14	CompHarmOther	28	2	1.535
240.58667527199998	14	CompHarmSelf	73	2	2.444
256.90536651900004	14	CompHarmSelf	73	2	1.762
271.29065128800005	14	CompHarmOther	34	2	1.165
289.477266954	14	CompHarmOther	7	2	2.037
305.714855253	14	CompHarmSelf	73	2	1.059
324.06652670799997	14	CompHarmSelf	73	2	1.312
340.45216427599996	14	CompHarmOther	6	2	3.04
356.65590263499996	14	CompHarmOther	35	2	2.313
372.890548599	14	CompHarmSelf	73	2	1.515
