onset	duration	trial_type	item	key	RT
[0]	2	self	0	2	3.026
[3]	2	self	0	3	2.347
[6]	2	other	0	1	2.727
[9]	2	self	0	2	2.823
[12]	2	self	0	2	2.595
[15]	2	self	0	1	2.484
[18]	2	other	0	2	2.88
[21]	2	self	0	3	1.793
[24]	2	other	0	1	2.016
[27]	2	self	0	1	1.87
[30]	2	other	0	4	2.077
[33]	2	self	0	2	2.685
[36]	2	other	0	2	3.307
[39]	2	self	0	4	1.981
[42]	2	self	0	2	2.892
[45]	2	other	0	1	2.001
[48]	2	self	0	1	2.418
[51]	2	self	0	1	1.638
[55]	2	other	0	2	2.976
[58]	2	other	0	4	3.284
[61]	2	self	0	3	2.622
[64]	2	other	0	1	1.751
[67]	2	self	0	2	2.83
[70]	2	self	0	1	1.948
[73]	2	other	0	2	3.044
[76]	2	other	0	1	3.197
[79]	2	other	0	1	3.302
[82]	2	other	0	1	2.088
[85]	2	self	0	3	3.297
[88]	2	self	0	1	3.975
[91]	2	self	0	2	1.985
[94]	2	other	0	1	2.466
[97]	2	other	0	2	2.673
[100]	2	other	0	3	1.939
[103]	2	other	0	3	3.711
[106]	2	self	0	2	2.488
[109]	2	other	0	3	2.89
[112]	2	other	0	1	1.585
[115]	2	self	0	2	3.102
[118]	2	self	0	1	1.202
