onset	duration	trial_type	item	key	RT
[0]	2	self	0	3	3.864
[3]	2	self	0	1	3.328
[6]	2	self	0	3	3.335
[9]	2	other	0	3	3.142
[12]	2	other	0	1	2.54
[15]	2	other	0	4	2.958
[18]	2	self	0	0	0.0
[21]	2	other	0	1	2.751
[24]	2	self	0	3	1.861
[27]	2	other	0	4	2.905
[30]	2	self	0	1	2.292
[33]	2	other	0	3	3.279
[36]	2	self	0	1	1.893
[39]	2	other	0	1	2.119
[42]	2	other	0	1	2.536
[45]	2	self	0	4	3.067
[48]	2	other	0	1	3.163
[51]	2	other	0	1	2.044
[55]	2	self	0	2	2.79
[58]	2	self	0	1	3.132
[61]	2	other	0	2	2.917
[64]	2	self	0	3	2.788
[67]	2	other	0	3	2.344
[70]	2	other	0	4	2.646
[73]	2	self	0	4	2.719
[76]	2	self	0	4	2.454
[79]	2	self	0	3	3.09
[82]	2	self	0	4	1.908
[85]	2	other	0	3	2.996
[88]	2	other	0	2	2.433
[91]	2	other	0	1	2.721
[94]	2	self	0	3	3.224
[97]	2	self	0	1	1.846
[100]	2	self	0	3	2.655
[103]	2	self	0	1	1.851
[106]	2	other	0	2	2.746
[109]	2	self	0	2	3.332
[112]	2	self	0	3	3.046
[115]	2	other	0	1	2.083
[118]	2	other	0	1	2.809
