onset	duration	trial_type	item	key	RT
[0]	2	self	0	2	2.301
[3]	2	self	0	3	2.715
[6]	2	self	0	1	2.399
[9]	2	self	0	3	1.549
[12]	2	self	0	1	1.878
[15]	2	self	0	4	1.783
[18]	2	other	0	4	2.488
[21]	2	other	0	3	3.065
[24]	2	self	0	1	1.294
[27]	2	self	0	3	2.178
[30]	2	other	0	1	2.678
[33]	2	other	0	2	3.227
[36]	2	self	0	3	2.056
[39]	2	other	0	4	3.251
[42]	2	self	0	1	1.24
[45]	2	other	0	1	2.986
[48]	2	other	0	2	3.217
[51]	2	other	0	1	2.116
[54]	2	other	0	3	2.99
[58]	2	other	0	1	1.765
[61]	2	self	0	1	1.699
[64]	2	other	0	2	3.418
[67]	2	other	0	1	2.015
[70]	2	self	0	1	1.506
[73]	2	self	0	2	2.136
[76]	2	other	0	2	1.963
[79]	2	self	0	3	1.804
[82]	2	self	0	1	1.643
[85]	2	other	0	1	3.736
[88]	2	other	0	1	0.783
[91]	2	self	0	1	1.278
[94]	2	self	0	3	2.165
[97]	2	self	0	3	2.453
[100]	2	other	0	1	2.932
[103]	2	self	0	4	1.694
[106]	2	other	0	1	3.023
[109]	2	other	0	1	3.244
[112]	2	self	0	0	0.0
[115]	2	other	0	3	1.828
[118]	2	self	0	2	1.818
