onset	duration	trial_type	item	key	RT
[0]	2	self	0	2	2.144
[3]	2	self	0	1	1.454
[6]	2	self	0	2	2.119
[9]	2	other	0	3	2.67
[12]	2	other	0	2	2.382
[15]	2	other	0	3	2.108
[18]	2	self	0	1	1.714
[21]	2	other	0	2	2.624
[24]	2	self	0	2	2.133
[27]	2	other	0	1	2.709
[30]	2	self	0	2	3.707
[33]	2	other	0	1	1.808
[36]	2	self	0	1	2.673
[39]	2	other	0	1	3.005
[42]	2	other	0	1	1.249
[45]	2	self	0	2	1.851
[48]	2	other	0	1	1.627
[51]	2	other	0	2	2.606
[54]	2	self	0	3	1.4
[58]	2	self	0	1	2.835
[61]	2	other	0	1	2.451
[64]	2	self	0	1	2.745
[67]	2	other	0	2	2.085
[70]	2	other	0	1	3.179
[73]	2	self	0	2	2.14
[76]	2	self	0	3	2.293
[79]	2	self	0	2	1.899
[82]	2	self	0	1	2.636
[85]	2	other	0	1	1.588
[88]	2	other	0	1	1.133
[91]	2	other	0	2	1.517
[94]	2	self	0	1	0.944
[97]	2	self	0	3	2.759
[100]	2	self	0	1	1.04
[103]	2	self	0	3	1.481
[106]	2	other	0	1	1.01
[109]	2	self	0	3	3.064
[112]	2	self	0	1	1.309
[115]	2	other	0	2	2.005
[118]	2	other	0	1	1.17
