onset	duration	trial_type	item	key	RT
[0]	2	self	0	3	2.081
[3]	2	self	0	3	1.834
[6]	2	other	0	3	2.667
[9]	2	other	0	2	2.356
[12]	2	other	0	1	1.454
[15]	2	self	0	1	1.574
[18]	2	other	0	1	1.443
[21]	2	self	0	1	2.061
[24]	2	self	0	1	1.123
[27]	2	other	0	4	1.611
[30]	2	self	0	3	1.546
[33]	2	other	0	2	1.817
[36]	2	self	0	1	1.686
[39]	2	self	0	3	1.363
[42]	2	self	0	1	1.4
[45]	2	self	0	1	1.98
[48]	2	self	0	1	3.669
[51]	2	other	0	3	1.246
[54]	2	other	0	3	1.498
[58]	2	self	0	1	1.819
[61]	2	self	0	1	1.779
[64]	2	other	0	1	1.45
[67]	2	other	0	1	1.72
[70]	2	other	0	4	1.711
[73]	2	other	0	2	2.52
[76]	2	other	0	1	1.543
[79]	2	other	0	1	0.956
[82]	2	other	0	1	1.161
[85]	2	other	0	3	2.162
[88]	2	self	0	1	1.146
[91]	2	self	0	1	1.693
[94]	2	self	0	1	2.253
[97]	2	other	0	3	1.571
[100]	2	self	0	1	2.119
[103]	2	self	0	1	1.126
[106]	2	other	0	1	1.976
[109]	2	self	0	1	2.225
[112]	2	self	0	3	2.357
[115]	2	self	0	2	2.262
[118]	2	other	0	4	1.297
