onset	duration	trial_type	item	key	RT
[0]	2	self	0	4	2.773
[3]	2	self	0	1	2.117
[6]	2	other	0	4	1.648
[9]	2	other	0	1	2.294
[12]	2	other	0	2	1.921
[15]	2	self	0	1	1.886
[18]	2	other	0	1	1.685
[21]	2	self	0	1	2.097
[24]	2	self	0	2	2.877
[27]	2	other	0	3	2.153
[30]	2	self	0	1	1.868
[33]	2	other	0	2	2.797
[36]	2	self	0	3	2.03
[39]	2	self	0	1	1.36
[42]	2	self	0	1	2.905
[45]	2	self	0	3	2.019
[48]	2	self	0	1	2.724
[51]	2	other	0	3	2.222
[55]	2	other	0	2	1.969
[58]	2	self	0	2	2.234
[61]	2	self	0	1	1.524
[64]	2	other	0	3	2.326
[67]	2	other	0	3	1.755
[70]	2	other	0	1	1.937
[73]	2	other	0	2	1.675
[76]	2	other	0	3	2.093
[79]	2	other	0	3	2.422
[82]	2	other	0	2	2.038
[85]	2	other	0	2	3.664
[88]	2	self	0	1	2.233
[91]	2	self	0	2	2.789
[94]	2	self	0	2	2.555
[97]	2	other	0	3	1.982
[100]	2	self	0	4	2.27
[103]	2	self	0	3	1.489
[106]	2	other	0	2	1.505
[109]	2	self	0	2	2.395
[112]	2	self	0	1	1.143
[115]	2	self	0	1	1.577
[118]	2	other	0	2	2.671
