onset	duration	trial_type	item	key	RT
[0]	2	self	0	1	1.774
[3]	2	self	0	3	2.275
[6]	2	self	0	2	1.684
[9]	2	self	0	3	1.825
[12]	2	self	0	1	2.111
[15]	2	other	0	2	1.962
[18]	2	self	0	1	1.876
[21]	2	other	0	1	1.466
[24]	2	other	0	1	1.976
[27]	2	self	0	1	1.499
[30]	2	other	0	1	1.617
[33]	2	self	0	2	1.906
[36]	2	other	0	2	2.804
[39]	2	other	0	2	2.068
[42]	2	other	0	1	2.325
[45]	2	other	0	2	2.461
[48]	2	other	0	1	2.653
[51]	2	self	0	2	2.228
[55]	2	self	0	1	2.498
[58]	2	other	0	1	2.852
[61]	2	other	0	1	1.892
[64]	2	self	0	1	1.953
[67]	2	self	0	2	2.945
[70]	2	self	0	4	3.504
[73]	2	self	0	3	1.711
[76]	2	self	0	1	1.59
[79]	2	self	0	1	1.725
[82]	2	self	0	1	2.245
[85]	2	self	0	1	3.113
[88]	2	other	0	4	2.217
[91]	2	other	0	2	1.923
[94]	2	other	0	1	1.475
[97]	2	self	0	2	1.638
[100]	2	other	0	3	2.015
[103]	2	other	0	4	2.094
[106]	2	self	0	2	2.634
[109]	2	other	0	3	1.802
[112]	2	other	0	1	3.037
[115]	2	other	0	2	3.072
[118]	2	self	0	2	2.704
