onset	duration	trial_type	item	key	RT
[0]	2	self	0	4	2.992
[3]	2	other	0	2	2.118
[6]	2	self	0	2	2.304
[9]	2	self	0	1	2.639
[12]	2	self	0	3	3.6
[15]	2	self	0	2	1.646
[18]	2	other	0	2	1.634
[21]	2	other	0	2	1.392
[24]	2	other	0	3	1.639
[27]	2	self	0	1	1.897
[30]	2	other	0	3	2.328
[33]	2	self	0	1	1.429
[36]	2	self	0	1	1.831
[39]	2	self	0	4	2.008
[42]	2	other	0	2	2.003
[45]	2	other	0	1	1.442
[48]	2	self	0	1	1.928
[51]	2	self	0	1	1.936
[55]	2	self	0	1	2.153
[58]	2	other	0	1	1.788
[61]	2	self	0	1	1.408
[64]	2	other	0	3	1.301
[67]	2	self	0	1	2.056
[70]	2	self	0	1	1.778
[73]	2	other	0	3	2.547
[76]	2	other	0	4	1.763
[79]	2	self	0	2	2.448
[82]	2	self	0	1	1.215
[85]	2	self	0	2	2.488
[88]	2	other	0	1	2.221
[91]	2	other	0	2	2.007
[94]	2	other	0	2	1.742
[97]	2	other	0	2	2.888
[100]	2	other	0	2	2.684
[103]	2	self	0	3	2.635
[106]	2	other	0	3	1.762
[109]	2	self	0	1	1.104
[112]	2	self	0	1	2.666
[115]	2	other	0	4	2.851
[118]	2	other	0	2	2.398
