onset	duration	trial_type	item	key	RT
[0]	2	self	0	3	1.743
[3]	2	self	0	4	1.556
[6]	2	self	0	2	1.624
[9]	2	other	0	1	1.446
[12]	2	other	0	3	1.712
[15]	2	other	0	1	1.809
[18]	2	self	0	3	1.783
[21]	2	self	0	1	1.116
[24]	2	self	0	1	2.503
[27]	2	other	0	2	1.57
[30]	2	self	0	1	1.317
[33]	2	other	0	3	1.77
[36]	2	other	0	1	1.231
[39]	2	other	0	1	1.056
[42]	2	self	0	2	1.62
[45]	2	self	0	1	1.801
[48]	2	other	0	3	2.119
[51]	2	other	0	3	1.82
[54]	2	other	0	2	1.866
[58]	2	self	0	1	1.264
[61]	2	other	0	3	1.543
[64]	2	self	0	1	1.027
[67]	2	other	0	1	1.033
[70]	2	other	0	1	1.443
[73]	2	self	0	2	2.275
[76]	2	self	0	2	1.225
[79]	2	other	0	1	1.212
[82]	2	other	0	3	1.334
[85]	2	other	0	4	1.921
[88]	2	self	0	1	0.859
[91]	2	self	0	1	1.497
[94]	2	self	0	1	2.376
[97]	2	self	0	1	1.097
[100]	2	self	0	1	1.779
[103]	2	other	0	3	1.682
[106]	2	self	0	2	1.258
[109]	2	other	0	1	0.945
[112]	2	other	0	3	1.618
[115]	2	self	0	1	1.758
[118]	2	self	0	1	0.958
