onset	duration	trial_type	item	key	RT
[0]	2	self	0	2	1.272
[3]	2	self	0	0	0.0
[6]	2	other	0	3	1.177
[9]	2	self	0	2	1.931
[12]	2	self	0	3	1.693
[15]	2	other	0	2	1.529
[18]	2	other	0	2	2.673
[21]	2	other	0	2	1.927
[24]	2	self	0	1	0.923
[27]	2	self	0	2	1.165
[30]	2	self	0	3	1.042
[33]	2	other	0	4	1.025
[36]	2	other	0	2	1.36
[39]	2	other	0	1	0.94
[42]	2	self	0	3	1.337
[45]	2	other	0	1	1.763
[48]	2	self	0	3	1.963
[51]	2	self	0	4	1.502
[54]	2	other	0	2	1.134
[58]	2	other	0	0	0.0
[61]	2	other	0	4	1.441
[64]	2	self	0	3	1.14
[67]	2	self	0	1	0.93
[70]	2	self	0	2	1.759
[73]	2	other	0	1	1.076
[76]	2	self	0	2	1.419
[79]	2	self	0	1	1.025
[82]	2	self	0	1	0.877
[85]	2	other	0	4	1.384
[88]	2	other	0	3	1.93
[91]	2	self	0	1	1.845
[94]	2	other	0	4	1.344
[97]	2	self	0	0	0.0
[100]	2	other	0	1	2.016
[103]	2	other	0	3	2.112
[106]	2	other	0	1	1.01
[109]	2	self	0	4	1.191
[112]	2	other	0	3	1.071
[115]	2	self	0	1	0.714
[118]	2	self	0	1	1.384
