onset	duration	trial_type	item	key	RT
[0]	2	self	0	2	1.519
[3]	2	self	0	3	1.494
[6]	2	self	0	2	1.758
[9]	2	other	0	4	1.516
[12]	2	other	0	3	1.581
[15]	2	other	0	4	1.134
[18]	2	self	0	2	1.7
[21]	2	self	0	3	1.053
[24]	2	self	0	1	1.404
[27]	2	other	0	1	1.776
[30]	2	self	0	1	2.32
[33]	2	other	0	2	1.573
[36]	2	other	0	1	1.221
[39]	2	other	0	3	2.22
[42]	2	self	0	2	2.04
[45]	2	self	0	4	1.531
[48]	2	other	0	4	1.667
[51]	2	other	0	2	2.139
[54]	2	other	0	1	1.302
[58]	2	self	0	2	1.91
[61]	2	other	0	4	1.393
[64]	2	self	0	4	2.24
[67]	2	other	0	1	1.351
[70]	2	other	0	4	3.419
[73]	2	self	0	1	0.916
[76]	2	self	0	1	1.01
[79]	2	other	0	2	2.576
[82]	2	other	0	2	2.24
[85]	2	other	0	3	2.0
[88]	2	self	0	4	1.672
[91]	2	self	0	1	1.037
[94]	2	self	0	2	2.214
[97]	2	self	0	1	1.823
[100]	2	self	0	1	1.286
[103]	2	other	0	1	0.855
[106]	2	self	0	3	1.939
[109]	2	other	0	1	1.61
[112]	2	other	0	4	1.522
[115]	2	self	0	3	2.216
[118]	2	self	0	3	1.987
