onset	duration	trial_type	item	key	RT
[0]	2	self	0	0	0.0
[3]	2	self	0	1	1.174
[6]	2	self	0	1	1.627
[9]	2	self	0	2	2.296
[12]	2	self	0	1	1.449
[15]	2	other	0	3	2.371
[18]	2	other	0	1	2.222
[21]	2	other	0	2	2.197
[24]	2	other	0	1	2.462
[27]	2	self	0	0	0.0
[30]	2	self	0	3	2.117
[33]	2	other	0	2	2.756
[36]	2	other	0	2	2.265
[39]	2	self	0	1	1.554
[42]	2	other	0	2	1.991
[45]	2	self	0	2	2.161
[48]	2	self	0	1	1.746
[51]	2	self	0	1	1.979
[54]	2	other	0	2	2.78
[58]	2	other	0	1	2.359
[61]	2	other	0	1	2.691
[64]	2	self	0	1	2.503
[67]	2	other	0	1	3.688
[70]	2	self	0	1	1.771
[73]	2	self	0	1	2.669
[76]	2	other	0	3	2.577
[79]	2	self	0	4	2.084
[82]	2	self	0	1	2.638
[85]	2	other	0	2	2.764
[88]	2	other	0	2	2.878
[91]	2	self	0	3	2.228
[94]	2	other	0	1	2.547
[97]	2	self	0	3	2.682
[100]	2	self	0	1	1.377
[103]	2	other	0	4	2.074
[106]	2	other	0	1	2.177
[109]	2	self	0	1	1.948
[112]	2	self	0	4	2.272
[115]	2	other	0	1	2.329
[118]	2	other	0	1	2.36
