onset	duration	trial_type	item	key	RT
[0]	2	self	0	1	2.654
[3]	2	self	0	1	2.301
[6]	2	self	0	3	2.381
[9]	2	self	0	1	2.375
[12]	2	self	0	1	1.703
[15]	2	self	0	1	1.292
[18]	2	self	0	1	1.923
[21]	2	other	0	1	2.254
[24]	2	other	0	1	1.839
[27]	2	other	0	1	1.636
[30]	2	other	0	2	3.323
[33]	2	other	0	1	2.262
[36]	2	self	0	3	2.654
[39]	2	self	0	1	1.904
[42]	2	self	0	1	1.661
[45]	2	other	0	1	1.393
[48]	2	other	0	1	2.457
[51]	2	self	0	1	1.431
[54]	2	self	0	1	2.388
[57]	2	self	0	1	2.223
[60]	2	other	0	1	1.305
[64]	2	other	0	1	1.997
[67]	2	self	0	1	1.377
[70]	2	self	0	1	0.928
[73]	2	other	0	1	1.575
[76]	2	self	0	2	2.504
[79]	2	other	0	2	3.96
[82]	2	self	0	2	2.69
[85]	2	other	0	1	1.595
[88]	2	self	0	1	1.396
[91]	2	other	0	2	2.723
[94]	2	self	0	1	1.19
[97]	2	other	0	1	0.988
[100]	2	self	0	1	1.319
[103]	2	other	0	1	2.867
[106]	2	other	0	1	1.124
[109]	2	other	0	1	1.91
[112]	2	self	0	1	0.944
[115]	2	other	0	1	1.769
[118]	2	other	0	1	1.859
