onset	duration	trial_type	item	key	RT
[0]	2	self	0	2	2.446
[3]	2	other	0	2	3.306
[6]	2	other	0	4	2.851
[9]	2	self	0	2	3.072
[12]	2	other	0	4	1.951
[15]	2	other	0	4	1.89
[18]	2	other	0	4	2.005
[21]	2	self	0	4	2.212
[24]	2	self	0	4	1.646
[27]	2	self	0	4	1.92
[30]	2	self	0	4	3.151
[33]	2	self	0	4	1.814
[36]	2	other	0	4	2.212
[39]	2	other	0	4	1.603
[42]	2	other	0	4	1.47
[45]	2	self	0	4	2.022
[48]	2	self	0	4	2.026
[51]	2	other	0	3	2.845
[54]	2	other	0	4	2.298
[58]	2	other	0	4	1.591
[61]	2	self	0	2	3.767
[64]	2	self	0	4	1.35
[67]	2	other	0	4	1.801
[70]	2	other	0	4	1.253
[73]	2	self	0	4	2.812
[76]	2	other	0	4	1.728
[79]	2	self	0	4	1.56
[82]	2	other	0	2	3.245
[85]	2	self	0	4	2.551
[88]	2	other	0	3	3.858
[91]	2	self	0	4	2.335
[94]	2	other	0	4	2.335
[97]	2	self	0	2	3.108
[100]	2	other	0	4	1.58
[103]	2	self	0	4	1.471
[106]	2	self	0	4	1.691
[109]	2	self	0	4	1.696
[112]	2	other	0	4	1.356
[115]	2	self	0	0	0.0
[118]	2	self	0	4	2.366
