onset	duration	trial_type	item	key	RT
[0]	2	self	0	1	1.33
[3]	2	other	0	1	0.916
[6]	2	other	0	1	1.163
[9]	2	other	0	1	1.072
[12]	2	self	0	1	1.666
[15]	2	other	0	2	2.847
[18]	2	self	0	1	1.932
[21]	2	other	0	1	1.473
[24]	2	other	0	1	1.672
[27]	2	self	0	3	3.297
[30]	2	other	0	2	3.37
[33]	2	self	0	1	2.091
[36]	2	other	0	1	2.088
[39]	2	self	0	3	3.004
[42]	2	self	0	1	2.856
[45]	2	other	0	3	3.199
[48]	2	other	0	4	2.947
[51]	2	self	0	4	1.831
[54]	2	self	0	4	2.667
[57]	2	self	0	4	2.668
[61]	2	self	0	1	2.256
[64]	2	self	0	3	3.068
[67]	2	self	0	4	2.327
[70]	2	other	0	1	2.229
[73]	2	self	0	3	2.695
[76]	2	other	0	1	1.297
[79]	2	self	0	1	2.799
[82]	2	other	0	3	3.255
[85]	2	other	0	1	1.936
[88]	2	other	0	1	1.654
[91]	2	other	0	1	1.566
[94]	2	self	0	1	1.924
[97]	2	other	0	1	2.074
[100]	2	other	0	3	2.455
[103]	2	self	0	1	1.457
[106]	2	other	0	2	3.011
[109]	2	self	0	1	2.547
[112]	2	self	0	1	3.06
[115]	2	self	0	1	2.129
[118]	2	self	0	1	1.948
