onset	duration	trial_type	item	key	RT
[0]	2	self	0	2	1.485
[3]	2	self	0	2	2.382
[6]	2	other	0	2	2.546
[9]	2	self	0	2	1.311
[12]	2	self	0	3	1.601
[15]	2	self	0	2	1.478
[18]	2	self	0	1	1.799
[21]	2	other	0	1	3.02
[24]	2	self	0	2	2.845
[27]	2	other	0	3	1.624
[30]	2	self	0	1	1.375
[33]	2	other	0	4	2.269
[36]	2	other	0	3	1.598
[39]	2	other	0	1	2.108
[42]	2	self	0	1	2.264
[45]	2	other	0	2	1.573
[48]	2	self	0	3	1.749
[51]	2	other	0	3	2.285
[54]	2	other	0	2	1.581
[58]	2	self	0	1	1.156
[61]	2	other	0	2	2.345
[64]	2	other	0	1	1.343
[67]	2	other	0	3	1.451
[70]	2	other	0	1	0.986
[73]	2	self	0	1	2.947
[76]	2	other	0	4	2.778
[79]	2	other	0	3	1.171
[82]	2	self	0	1	1.54
[85]	2	other	0	1	1.714
[88]	2	self	0	1	1.525
[91]	2	self	0	3	2.687
[94]	2	other	0	3	1.371
[97]	2	self	0	3	1.661
[100]	2	self	0	3	1.834
[103]	2	other	0	2	2.581
[106]	2	self	0	3	1.758
[109]	2	self	0	1	1.945
[112]	2	other	0	3	1.591
[115]	2	self	0	2	2.594
[118]	2	self	0	2	1.381
