onset	duration	trial_type	item	key	RT
[0]	2	self	0	2	1.973
[3]	2	self	0	3	1.168
[6]	2	self	0	3	1.433
[9]	2	self	0	2	1.78
[12]	2	self	0	3	2.023
[15]	2	self	0	2	1.84
[18]	2	self	0	2	3.151
[21]	2	other	0	2	2.511
[24]	2	self	0	2	1.729
[27]	2	self	0	2	1.293
[30]	2	other	0	2	1.89
[33]	2	self	0	2	2.381
[36]	2	other	0	1	1.503
[39]	2	other	0	1	1.436
[42]	2	other	0	1	1.438
[45]	2	other	0	1	3.06
[48]	2	self	0	2	1.324
[51]	2	self	0	2	2.996
[54]	2	other	0	2	1.249
[58]	2	other	0	1	2.564
[61]	2	self	0	2	2.855
[64]	2	self	0	2	0.958
[67]	2	other	0	1	0.946
[70]	2	other	0	2	2.075
[73]	2	self	0	2	1.796
[76]	2	self	0	1	1.365
[79]	2	other	0	2	1.259
[82]	2	other	0	2	2.917
[85]	2	other	0	1	1.712
[88]	2	self	0	2	2.308
[91]	2	other	0	1	1.272
[94]	2	other	0	2	1.026
[97]	2	self	0	2	1.775
[100]	2	self	0	1	2.434
[103]	2	other	0	3	2.744
[106]	2	other	0	3	3.355
[109]	2	other	0	1	2.372
[112]	2	other	0	1	1.444
[115]	2	self	0	1	3.418
[118]	2	self	0	2	1.785
