onset	duration	trial_type	item	key	RT
[0]	2	self	0	1	2.402
[3]	2	other	0	1	3.235
[6]	2	self	0	3	1.998
[9]	2	other	0	2	1.375
[12]	2	other	0	2	1.789
[15]	2	other	0	1	3.833
[18]	2	other	0	3	1.848
[21]	2	self	0	2	2.731
[24]	2	other	0	1	3.115
[27]	2	other	0	2	2.782
[30]	2	self	0	1	1.862
[33]	2	other	0	1	3.639
[36]	2	self	0	3	2.059
[39]	2	self	0	2	1.746
[42]	2	self	0	2	2.743
[45]	2	self	0	2	2.913
[48]	2	other	0	1	1.915
[51]	2	other	0	1	1.673
[54]	2	self	0	1	1.868
[58]	2	self	0	1	2.576
[61]	2	other	0	1	2.807
[64]	2	other	0	2	1.827
[67]	2	self	0	3	1.433
[70]	2	self	0	2	3.145
[73]	2	other	0	2	2.516
[76]	2	other	0	1	3.366
[79]	2	self	0	2	1.721
[82]	2	self	0	2	1.731
[85]	2	self	0	1	1.756
[88]	2	other	0	1	2.031
[91]	2	self	0	2	2.709
[94]	2	self	0	2	1.528
[97]	2	other	0	2	1.576
[100]	2	other	0	1	1.5
[103]	2	self	0	1	2.257
[106]	2	self	0	1	1.808
[109]	2	self	0	1	3.111
[112]	2	self	0	2	1.436
[115]	2	other	0	1	1.723
[118]	2	other	0	1	2.651
