onset	duration	trial_type	item	key	RT
[0]	2	self	0	3	2.918
[3]	2	self	0	0	0.0
[6]	2	other	0	3	0.005
[9]	2	self	0	1	1.481
[12]	2	self	0	3	1.921
[15]	2	self	0	1	1.627
[18]	2	self	0	1	3.052
[21]	2	other	0	2	2.12
[24]	2	self	0	3	1.465
[27]	2	other	0	2	1.643
[30]	2	self	0	2	1.769
[33]	2	other	0	2	2.204
[36]	2	other	0	3	1.577
[39]	2	self	0	1	1.407
[42]	2	other	0	2	1.986
[45]	2	self	0	3	1.66
[48]	2	other	0	2	2.469
[51]	2	other	0	1	1.446
[55]	2	other	0	1	1.334
[58]	2	other	0	2	1.864
[61]	2	self	0	1	2.768
[64]	2	other	0	1	1.579
[67]	2	self	0	1	1.232
[70]	2	other	0	2	1.707
[73]	2	other	0	1	1.022
[76]	2	self	0	3	2.42
[79]	2	other	0	2	1.808
[82]	2	self	0	1	1.605
[85]	2	other	0	0	0.0
[88]	2	other	0	1	1.903
[91]	2	other	0	3	1.885
[94]	2	self	0	0	0.0
[97]	2	other	0	2	2.948
[100]	2	self	0	3	1.371
[103]	2	self	0	3	1.73
[106]	2	self	0	1	1.733
[109]	2	self	0	3	1.931
[112]	2	self	0	1	1.527
[115]	2	self	0	1	1.212
[118]	2	other	0	2	2.15
