onset	duration	trial_type	item	key	RT
[0]	2	self	0	2	2.686
[3]	2	self	0	2	1.832
[6]	2	self	0	2	2.443
[9]	2	other	0	3	1.98
[12]	2	self	0	0	0.0
[15]	2	other	0	3	1.865
[18]	2	self	0	3	2.667
[21]	2	other	0	1	2.806
[24]	2	other	0	3	3.293
[27]	2	self	0	1	1.385
[30]	2	self	0	0	0.0
[33]	2	other	0	1	1.502
[36]	2	self	0	3	1.837
[39]	2	other	0	0	0.0
[42]	2	other	0	2	1.608
[45]	2	other	0	2	2.344
[48]	2	other	0	0	0.0
[51]	2	self	0	1	1.599
[54]	2	other	0	3	1.672
[58]	2	self	0	3	2.07
[61]	2	self	0	1	1.481
[64]	2	self	0	1	2.043
[67]	2	other	0	0	0.0
[70]	2	other	0	2	2.951
[73]	2	self	0	0	0.0
[76]	2	self	0	4	2.045
[79]	2	self	0	1	2.877
[82]	2	other	0	0	0.0
[85]	2	self	0	1	0.978
[88]	2	self	0	1	1.054
[91]	2	other	0	3	2.1
[94]	2	self	0	1	1.391
[97]	2	other	0	3	2.356
[100]	2	other	0	2	2.662
[103]	2	self	0	2	3.986
[106]	2	other	0	0	0.0
[109]	2	other	0	0	0.0
[112]	2	self	0	0	0.0
[115]	2	self	0	1	1.516
[118]	2	other	0	2	2.231
