onset	duration	trial_type	item	key	RT
[0]	2	self	0	1	3.706
[3]	2	self	0	2	2.842
[6]	2	other	0	3	2.448
[9]	2	other	0	3	2.222
[12]	2	other	0	2	1.697
[15]	2	self	0	1	3.046
[18]	2	self	0	1	3.555
[21]	2	other	0	3	1.968
[24]	2	self	0	1	2.768
[27]	2	self	0	2	2.715
[30]	2	other	0	3	3.717
[33]	2	self	0	2	2.138
[36]	2	self	0	3	2.728
[39]	2	other	0	1	2.25
[42]	2	other	0	3	2.63
[45]	2	self	0	2	2.541
[48]	2	self	0	4	2.525
[51]	2	other	0	3	1.225
[54]	2	other	0	1	2.753
[58]	2	other	0	3	1.658
[61]	2	other	0	2	2.141
[64]	2	other	0	3	2.314
[67]	2	other	0	1	2.073
[70]	2	other	0	3	2.115
[73]	2	self	0	2	2.849
[76]	2	self	0	4	1.614
[79]	2	other	0	3	2.639
[82]	2	self	0	2	1.517
[85]	2	other	0	3	2.047
[88]	2	self	0	2	1.931
[91]	2	other	0	1	3.654
[94]	2	self	0	1	1.825
[97]	2	other	0	1	1.923
[100]	2	self	0	1	1.548
[103]	2	self	0	3	2.028
[106]	2	self	0	1	1.309
[109]	2	other	0	3	1.947
[112]	2	self	0	3	2.012
[115]	2	self	0	4	2.047
[118]	2	self	0	3	2.158
