onset	duration	trial_type	item	key	RT
[0]	2	self	0	2	2.059
[3]	2	other	0	1	1.85
[6]	2	other	0	1	1.088
[9]	2	self	0	1	1.888
[12]	2	self	0	1	2.485
[15]	2	self	0	1	2.614
[18]	2	self	0	2	1.918
[21]	2	self	0	2	2.547
[24]	2	other	0	3	2.462
[27]	2	self	0	1	1.739
[30]	2	self	0	1	1.437
[33]	2	other	0	2	2.268
[36]	2	self	0	2	2.195
[39]	2	self	0	1	1.026
[42]	2	other	0	1	2.042
[45]	2	other	0	1	2.216
[48]	2	other	0	1	2.156
[51]	2	other	0	1	2.233
[55]	2	other	0	2	2.093
[58]	2	self	0	1	1.916
[61]	2	self	0	1	1.865
[64]	2	self	0	1	1.618
[67]	2	other	0	1	2.254
[70]	2	self	0	2	2.04
[73]	2	self	0	1	1.505
[76]	2	self	0	1	2.178
[79]	2	self	0	1	2.732
[82]	2	self	0	1	2.813
[85]	2	other	0	1	1.897
[88]	2	other	0	2	2.571
[91]	2	other	0	1	1.28
[94]	2	other	0	1	1.57
[97]	2	other	0	1	2.244
[100]	2	other	0	2	2.445
[103]	2	self	0	1	2.568
[106]	2	self	0	1	3.328
[109]	2	other	0	1	2.757
[112]	2	self	0	2	2.028
[115]	2	other	0	1	1.587
[118]	2	other	0	1	1.055
