onset	duration	trial_type	item	key	RT
[0]	2	self	0	1	2.114
[3]	2	other	0	2	2.738
[6]	2	other	0	1	1.232
[9]	2	other	0	1	1.582
[12]	2	self	0	2	2.632
[15]	2	self	0	1	3.722
[18]	2	other	0	1	2.268
[21]	2	other	0	1	2.71
[24]	2	self	0	2	1.528
[27]	2	self	0	2	2.459
[30]	2	other	0	2	1.93
[33]	2	self	0	1	1.476
[36]	2	self	0	3	2.682
[39]	2	self	0	1	1.901
[42]	2	self	0	3	2.734
[45]	2	self	0	1	1.766
[48]	2	self	0	2	2.141
[51]	2	other	0	1	1.873
[54]	2	self	0	1	2.987
[58]	2	other	0	2	3.159
[61]	2	other	0	0	0.0
[64]	2	self	0	1	1.317
[67]	2	self	0	1	2.416
[70]	2	other	0	2	2.193
[73]	2	self	0	2	3.198
[76]	2	other	0	2	2.313
[79]	2	other	0	1	1.79
[82]	2	other	0	1	2.292
[85]	2	other	0	1	3.113
[88]	2	other	0	1	1.392
[91]	2	self	0	2	3.59
[94]	2	other	0	1	2.674
[97]	2	self	0	1	3.751
[100]	2	self	0	1	2.694
[103]	2	self	0	2	2.931
[106]	2	self	0	2	2.246
[109]	2	other	0	1	1.724
[112]	2	self	0	1	2.781
[115]	2	other	0	2	1.888
[118]	2	other	0	1	2.311
