onset	duration	trial_type	item	key	RT
[0]	2	self	0	2	2.132
[3]	2	self	0	1	3.002
[6]	2	self	0	1	2.805
[9]	2	self	0	1	3.046
[12]	2	other	0	2	2.266
[15]	2	other	0	1	1.299
[18]	2	other	0	2	2.365
[21]	2	other	0	1	1.654
[24]	2	self	0	2	2.393
[27]	2	other	0	1	2.589
[30]	2	other	0	2	2.514
[33]	2	self	0	2	2.068
[36]	2	other	0	1	1.984
[39]	2	other	0	1	1.15
[42]	2	self	0	2	2.071
[45]	2	self	0	2	3.261
[48]	2	self	0	3	2.85
[51]	2	self	0	3	2.362
[55]	2	self	0	1	1.199
[58]	2	other	0	2	2.376
[61]	2	other	0	1	1.029
[64]	2	other	0	2	2.336
[67]	2	self	0	1	2.146
[70]	2	other	0	1	3.019
[73]	2	other	0	1	2.221
[76]	2	other	0	2	2.759
[79]	2	other	0	1	1.915
[82]	2	other	0	1	1.207
[85]	2	self	0	2	2.631
[88]	2	self	0	1	1.179
[91]	2	self	0	1	1.592
[94]	2	self	0	1	2.084
[97]	2	self	0	2	3.119
[100]	2	self	0	1	0.839
[103]	2	other	0	1	1.853
[106]	2	other	0	1	1.582
[109]	2	self	0	1	1.391
[112]	2	other	0	1	3.027
[115]	2	self	0	1	2.289
[118]	2	self	0	3	3.088
