onset	duration	trial_type	item	key	RT
0.0024426630006928463	14	SelfHarmOther	7	1	0.881
14.39376308700048	14	SelfNeutOther	6	1	0.878
32.604305894999925	14	CompHarmOther	73	1	0.609
51.17201236999972	14	CompHarmOther	22	1	0.603
66.37378577900017	14	CompHarmOther	73	1	0.496
80.69185251300041	14	CompHarmOther	73	1	0.795
95.04461436600104	14	CompHarmSelf	73	1	0.512
111.39909899700069	14	CompHarmOther	33	1	0.679
128.43484260300102	14	CompHarmOther	16	1	0.567
142.65240160400026	14	CompHarmOther	28	1	0.558
159.30645404499955	14	CompHarmOther	11	1	0.402
176.87584392999997	14	CompHarmOther	35	1	0.906
193.9625601050011	14	CompHarmSelf	73	1	0.622
208.33033455100122	14	CompHarmSelf	73	1	1.168
224.66661177999958	14	CompHarmOther	3	1	0.647
241.48675308100064	14	CompHarmSelf	73	1	0.66
259.8051732269996	14	CompHarmSelf	73	1	0.637
278.1769380349997	14	CompHarmSelf	73	1	0.647
292.50999661900096	14	CompHarmOther	32	1	0.568
310.714545574001	14	CompHarmSelf	73	1	0.461
329.04995177300043	14	CompHarmSelf	73	1	0.752
347.4035254900009	14	CompHarmOther	30	1	0.703
363.8570660710011	14	CompHarmSelf	73	1	0.748
382.2251502090003	14	CompHarmOther	34	1	1.691
