onset	duration	trial_type	item	key	RT
[0]	2	self	0	1	1.326
[3]	2	self	0	2	2.403
[6]	2	self	0	1	1.962
[9]	2	self	0	1	2.695
[12]	2	self	0	1	2.141
[15]	2	other	0	1	1.959
[18]	2	other	0	1	2.325
[21]	2	other	0	1	1.532
[24]	2	other	0	2	3.229
[27]	2	self	0	2	2.478
[30]	2	self	0	1	1.723
[33]	2	other	0	1	1.434
[36]	2	other	0	1	2.4
[39]	2	self	0	1	2.502
[42]	2	other	0	2	2.64
[45]	2	self	0	0	0.0
[48]	2	self	0	2	2.945
[51]	2	self	0	4	1.711
[54]	2	other	0	1	1.333
[58]	2	other	0	1	1.22
[61]	2	other	0	1	2.128
[64]	2	self	0	2	2.268
[67]	2	other	0	1	1.247
[70]	2	self	0	4	2.046
[73]	2	self	0	2	1.88
[76]	2	other	0	1	2.076
[79]	2	self	0	1	1.828
[82]	2	self	0	2	1.777
[85]	2	other	0	1	1.808
[88]	2	other	0	1	1.534
[91]	2	self	0	2	1.921
[94]	2	other	0	1	1.605
[97]	2	self	0	1	2.364
[100]	2	self	0	4	3.122
[103]	2	other	0	1	2.291
[106]	2	other	0	1	2.312
[109]	2	self	0	1	1.755
[112]	2	self	0	1	1.513
[115]	2	other	0	1	1.777
[118]	2	other	0	1	2.411
