onset	duration	trial_type	item	key	RT
[0]	2	self	0	4	2.966
[3]	2	self	0	1	2.329
[6]	2	self	0	1	2.263
[9]	2	self	0	1	2.068
[12]	2	self	0	4	1.866
[15]	2	self	0	1	1.876
[18]	2	other	0	4	1.955
[21]	2	self	0	1	1.52
[24]	2	other	0	1	1.697
[27]	2	self	0	1	1.476
[30]	2	other	0	4	1.489
[33]	2	self	0	4	1.728
[36]	2	self	0	4	1.535
[39]	2	other	0	4	1.615
[42]	2	self	0	4	1.631
[45]	2	other	0	4	1.45
[48]	2	other	0	4	2.221
[51]	2	other	0	1	2.858
[55]	2	other	0	4	1.0
[58]	2	other	0	1	2.113
[61]	2	other	0	4	1.175
[64]	2	other	0	1	1.925
[67]	2	other	0	4	0.928
[70]	2	self	0	4	1.541
[73]	2	other	0	4	2.117
[76]	2	other	0	1	1.562
[79]	2	other	0	4	1.448
[82]	2	self	0	4	2.731
[85]	2	other	0	4	1.965
[88]	2	self	0	4	1.522
[91]	2	self	0	1	1.65
[94]	2	other	0	4	1.858
[97]	2	other	0	4	1.335
[100]	2	self	0	4	1.102
[103]	2	self	0	4	1.242
[106]	2	self	0	1	1.946
[109]	2	self	0	4	1.383
[112]	2	other	0	4	1.511
[115]	2	self	0	4	2.311
[118]	2	self	0	4	1.54
