onset	duration	trial_type	item	key	RT
0.002327328000092166	14	CompHarmOther	73	4	3.107
18.879548257000124	14	SelfHarmOther	27	4	0.787
37.08707551800012	14	SelfNeutOther	19	4	0.577
51.303570662000084	14	CompHarmOther	73	4	3.723
67.63692560499999	14	CompHarmOther	73	4	0.736
86.00911609400009	14	CompHarmOther	5	4	1.079
100.211825159	14	CompHarmOther	8	4	0.532
118.41560497699993	14	CompHarmOther	14	4	1.106
132.61667766200003	14	CompHarmSelf	73	4	1.329
146.94852358799994	14	CompHarmOther	29	4	1.092
163.156676609	14	CompHarmSelf	73	3	0.462
179.49212636099992	14	CompHarmOther	17	4	0.926
195.69584978700004	14	CompHarmSelf	73	0	0.0
210.02965249199997	14	CompHarmSelf	73	0	0.0
228.39646736500003	14	CompHarmOther	25	3	1.005
246.5867292370001	14	CompHarmSelf	73	4	2.571
260.9336297	14	CompHarmOther	15	4	0.92
277.1082247669999	14	CompHarmSelf	73	3	0.725
291.4759385	14	CompHarmOther	26	4	0.97
307.6467954840002	14	CompHarmSelf	73	3	0.788
322.0326088459999	14	CompHarmSelf	73	4	0.461
338.3850260229999	14	CompHarmOther	21	4	0.887
356.5884715330001	14	CompHarmOther	31	4	0.698
372.7735301129999	14	CompHarmSelf	73	3	0.528
