onset	duration	trial_type	item	key	RT
[0]	2	self	0	4	2.345
[3]	2	self	0	4	2.207
[6]	2	other	0	1	1.567
[9]	2	other	0	4	1.525
[12]	2	other	0	4	2.292
[15]	2	other	0	1	3.005
[18]	2	self	0	1	2.043
[21]	2	other	0	4	1.393
[24]	2	self	0	4	1.565
[27]	2	other	0	4	1.89
[30]	2	self	0	1	1.458
[33]	2	other	0	1	1.787
[36]	2	other	0	1	2.014
[39]	2	self	0	4	2.471
[42]	2	other	0	1	1.332
[45]	2	self	0	1	2.469
[48]	2	self	0	1	1.131
[51]	2	self	0	1	1.027
[54]	2	self	0	4	1.34
[58]	2	self	0	4	1.427
[61]	2	self	0	4	1.073
[64]	2	self	0	1	1.347
[67]	2	self	0	4	1.075
[70]	2	other	0	1	1.622
[73]	2	self	0	1	2.9
[76]	2	self	0	1	1.102
[79]	2	self	0	4	1.234
[82]	2	other	0	4	1.353
[85]	2	self	0	4	1.362
[88]	2	other	0	1	2.097
[91]	2	other	0	4	2.39
[94]	2	self	0	4	1.261
[97]	2	self	0	4	1.139
[100]	2	other	0	4	1.596
[103]	2	other	0	1	2.548
[106]	2	other	0	4	2.13
[109]	2	other	0	1	1.027
[112]	2	self	0	1	1.842
[115]	2	other	0	4	1.412
[118]	2	other	0	4	1.974
