onset	duration	trial_type	item	key	RT
[0]	2	self	0	4	2.198
[3]	2	self	0	1	2.089
[6]	2	other	0	1	1.996
[9]	2	other	0	1	1.188
[12]	2	other	0	4	2.06
[15]	2	other	0	4	1.553
[18]	2	self	0	1	1.046
[21]	2	other	0	1	1.596
[24]	2	self	0	1	1.688
[27]	2	other	0	1	1.298
[30]	2	self	0	4	2.014
[33]	2	other	0	1	1.711
[36]	2	other	0	1	1.269
[39]	2	self	0	1	1.512
[42]	2	other	0	1	1.508
[45]	2	self	0	1	1.697
[48]	2	self	0	1	1.432
[51]	2	self	0	1	1.245
[54]	2	self	0	4	1.698
[57]	2	self	0	1	1.643
[61]	2	self	0	4	1.89
[64]	2	self	0	4	2.292
[67]	2	self	0	4	1.615
[70]	2	other	0	4	2.427
[73]	2	self	0	4	1.71
[76]	2	self	0	1	1.263
[79]	2	self	0	1	1.475
[82]	2	other	0	1	2.296
[85]	2	self	0	1	1.676
[88]	2	other	0	1	1.144
[91]	2	other	0	1	1.192
[94]	2	self	0	1	1.919
[97]	2	self	0	1	1.523
[100]	2	other	0	1	2.148
[103]	2	other	0	4	1.894
[106]	2	other	0	4	1.604
[109]	2	other	0	1	1.259
[112]	2	self	0	1	1.533
[115]	2	other	0	4	2.097
[118]	2	other	0	1	0.993
