onset	duration	trial_type	item	key	RT
[0]	2	self	0	4	2.312
[3]	2	self	0	1	1.306
[6]	2	self	0	4	1.664
[9]	2	other	0	2	1.61
[12]	2	self	0	3	1.52
[15]	2	other	0	2	2.298
[18]	2	other	0	1	1.528
[21]	2	other	0	1	1.624
[24]	2	other	0	1	1.382
[27]	2	self	0	4	1.749
[30]	2	self	0	3	2.229
[33]	2	self	0	3	1.874
[36]	2	self	0	1	1.2
[39]	2	other	0	2	1.767
[42]	2	self	0	4	1.484
[45]	2	other	0	3	1.725
[48]	2	other	0	1	1.339
[51]	2	other	0	3	2.17
[54]	2	other	0	3	1.618
[58]	2	self	0	4	1.502
[61]	2	self	0	1	1.549
[64]	2	self	0	1	1.115
[67]	2	other	0	2	1.9
[70]	2	other	0	3	1.289
[73]	2	other	0	3	2.359
[76]	2	self	0	4	1.363
[79]	2	self	0	2	1.881
[82]	2	other	0	1	2.236
[85]	2	other	0	2	2.207
[88]	2	self	0	3	2.26
[91]	2	other	0	4	1.679
[94]	2	other	0	3	2.564
[97]	2	self	0	1	1.396
[100]	2	other	0	1	1.207
[103]	2	self	0	1	1.439
[106]	2	self	0	1	1.309
[109]	2	self	0	4	1.969
[112]	2	other	0	1	1.197
[115]	2	self	0	4	1.581
[118]	2	self	0	4	1.647
